<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;11/09/18-открытие;11/09/18-закрытие;11/09/18-мин;11/09/18-макс;11/10/18-открытие;11/10/18-закрытие;11/10/18-мин;11/10/18-макс;13/11/18-открытие;13/11/18-закрытие;13/11/18-мин;13/11/18-макс;11/12/18-открытие;11/12/18-закрытие;11/12/18-мин;11/12/18-макс
SPFB,RTS-12,18;1;11,09,2018;21:25;104420;104420;104420;104420;1;;;104420;104420;104420;104420;112200;112240;112160;112250;110090;110140;110050;110190;113280;113380;113270;113380
SPFB,RTS-12,18;1;11,09,2018;21:33;104470;104470;104470;104470;1;;;104470;104470;104470;104470;112230;112180;112180;112300;110130;110090;110070;110140;113370;113330;113330;113380
SPFB,RTS-12,18;1;11,09,2018;21:35;104500;104500;104500;104500;1;;;104500;104500;104500;104500;112180;112240;112160;112250;110090;110020;110000;110100;113320;113300;113300;113380
SPFB,RTS-12,18;1;11,09,2018;21:36;104490;104490;104490;104490;1;;;104490;104490;104490;104490;112250;112270;112200;112290;110010;110030;109980;110070;113300;113300;113280;113340
SPFB,RTS-12,18;1;11,09,2018;21:38;104530;104540;104500;104500;6;;;104530;104500;104500;104540;112290;112250;112240;112330;110010;109960;109940;110020;113300;113290;113290;113350
SPFB,RTS-12,18;1;11,09,2018;21:39;104540;104540;104540;104540;1;;;104540;104540;104540;104540;112260;112250;112180;112270;109950;109860;109850;109960;113290;113340;113290;113350
SPFB,RTS-12,18;1;11,09,2018;21:46;104540;104540;104540;104540;1;;;104540;104540;104540;104540;112270;112150;112140;112280;109850;109860;109800;109870;113330;113340;113320;113380
SPFB,RTS-12,18;1;11,09,2018;21:56;104530;104570;104530;104570;35;;;104530;104570;104530;104570;112160;112140;112070;112180;109850;109890;109840;109910;113330;113290;113270;113350
SPFB,RTS-12,18;1;11,09,2018;21:57;104580;104590;104570;104570;56;;;104580;104570;104570;104590;112140;112240;112120;112250;109900;109880;109870;109940;113300;113290;113230;113310
SPFB,RTS-12,18;1;11,09,2018;21:59;104570;104600;104570;104600;4;;;104570;104600;104570;104600;112240;112350;112220;112410;109880;110000;109840;110000;113280;113250;113250;113310
SPFB,RTS-12,18;1;11,09,2018;22:02;104640;104640;104590;104590;13;;;104640;104590;104590;104640;112370;112440;112320;112440;110000;110000;109920;110040;113260;113230;113170;113290
SPFB,RTS-12,18;1;11,09,2018;22:05;104630;104630;104630;104630;1;;;104630;104630;104630;104630;112430;112300;112280;112430;110000;110040;109930;110070;113220;113100;113080;113230
SPFB,RTS-12,18;1;11,09,2018;22:06;104630;104650;104630;104650;11;;;104630;104650;104630;104650;112300;112320;112230;112330;110040;110050;110000;110070;113090;113170;113050;113170
SPFB,RTS-12,18;1;11,09,2018;22:07;104630;104630;104630;104630;1;;;104630;104630;104630;104630;112310;112310;112260;112380;110060;110150;110050;110150;113170;113130;113120;113190
SPFB,RTS-12,18;1;11,09,2018;22:15;104650;104650;104650;104650;1;;;104650;104650;104650;104650;112310;112330;112280;112340;110140;110090;110050;110180;113130;113170;113130;113190
SPFB,RTS-12,18;1;11,09,2018;22:17;104630;104630;104630;104630;5;;;104630;104630;104630;104630;112330;112340;112250;112360;110090;110060;110050;110110;113160;113150;113140;113210
SPFB,RTS-12,18;1;11,09,2018;22:23;104610;104610;104600;104600;8;;;104610;104600;104600;104610;112330;112490;112330;112510;110070;110020;109980;110120;113150;113290;113140;113290
SPFB,RTS-12,18;1;11,09,2018;22:25;104600;104600;104590;104590;5;;;104600;104590;104590;104600;112500;112500;112470;112540;110030;110030;110010;110100;113280;113260;113250;113310
SPFB,RTS-12,18;1;11,09,2018;22:26;104580;104580;104580;104580;10;;;104580;104580;104580;104580;112520;112540;112470;112550;110020;109960;109860;110020;113270;113220;113220;113280
SPFB,RTS-12,18;1;11,09,2018;22:27;104580;104580;104580;104580;80;;;104580;104580;104580;104580;112540;112540;112480;112550;109940;109990;109910;110000;113230;113200;113200;113230
SPFB,RTS-12,18;1;11,09,2018;22:33;104590;104590;104590;104590;10;;;104590;104590;104590;104590;112530;112530;112480;112550;109990;109930;109850;110000;113190;113180;113130;113220
SPFB,RTS-12,18;1;11,09,2018;22:43;104680;104720;104680;104720;2;;;104680;104720;104680;104720;112560;113180;112560;113290;109960;110080;109890;110190;113140;113010;112720;113140
SPFB,RTS-12,18;1;11,09,2018;22:47;104750;104750;104740;104740;7;;;104750;104740;104740;104750;113160;113050;113030;113300;110070;110110;110040;110120;113020;112950;112900;113030
SPFB,RTS-12,18;1;11,09,2018;22:48;104760;104760;104760;104760;1;;;104760;104760;104760;104760;113040;112940;112940;113080;110120;110140;110090;110160;112950;112920;112880;112970
SPFB,RTS-12,18;1;11,09,2018;22:49;104750;104800;104750;104800;13;;;104750;104800;104750;104800;112940;112970;112920;113000;110120;110120;110090;110150;112910;112960;112900;112970
SPFB,RTS-12,18;1;11,09,2018;22:53;104780;104780;104780;104780;1;;;104780;104780;104780;104780;112970;112940;112930;113040;110120;110180;110110;110230;112950;112950;112920;112980
SPFB,RTS-12,18;1;11,09,2018;22:58;104810;104930;104810;104830;49;;;104810;104830;104810;104930;112950;112990;112930;113060;110190;110160;110150;110200;112930;112910;112880;112940
SPFB,RTS-12,18;1;11,09,2018;22:59;104850;104850;104850;104850;1;;;104850;104850;104850;104850;113000;112960;112930;113010;110170;110030;110020;110190;112900;112920;112850;112930
SPFB,RTS-12,18;1;11,09,2018;23:00;104850;104860;104850;104860;12;;;104850;104860;104850;104860;112960;112890;112880;112980;110020;110110;110020;110120;112930;112990;112910;113000
SPFB,RTS-12,18;1;11,09,2018;23:02;104870;104930;104870;104900;12;;;104870;104900;104870;104930;112910;112910;112890;112970;110110;110120;110100;110150;112990;112970;112960;113010
SPFB,RTS-12,18;1;11,09,2018;23:03;104850;104850;104850;104850;1;;;104850;104850;104850;104850;112920;112910;112890;113000;110130;110130;110120;110170;112960;112990;112960;113010
SPFB,RTS-12,18;1;11,09,2018;23:04;104880;104880;104880;104880;2;;;104880;104880;104880;104880;112910;112920;112890;112970;110140;110250;110140;110290;112980;112980;112960;113030
SPFB,RTS-12,18;1;11,09,2018;23:07;104880;104890;104880;104890;3;;;104880;104890;104880;104890;112910;112910;112880;112920;110250;110270;110230;110310;112970;112930;112900;112970
SPFB,RTS-12,18;1;11,09,2018;23:10;104880;104880;104880;104880;3;;;104880;104880;104880;104880;112920;112910;112890;112940;110280;110300;110270;110340;112920;112820;112810;112920
SPFB,RTS-12,18;1;11,09,2018;23:11;104920;104940;104920;104920;7;;;104920;104920;104920;104940;112900;112920;112890;112940;110290;110240;110210;110290;112810;112770;112770;112870
SPFB,RTS-12,18;1;11,09,2018;23:13;104880;104880;104880;104880;1;;;104880;104880;104880;104880;112930;112980;112910;113000;110240;110320;110230;110330;112780;112670;112650;112800
SPFB,RTS-12,18;1;11,09,2018;23:14;104930;104930;104930;104930;20;;;104930;104930;104930;104930;112970;113140;112970;113160;110310;110360;110310;110370;112650;112720;112650;112770
SPFB,RTS-12,18;1;11,09,2018;23:15;104930;104930;104930;104930;10;;;104930;104930;104930;104930;113150;113180;113150;113200;110350;110350;110300;110380;112730;112780;112710;112780
SPFB,RTS-12,18;1;11,09,2018;23:16;104920;104920;104920;104920;1;;;104920;104920;104920;104920;113180;113250;113160;113270;110350;110410;110330;110420;112760;112730;112730;112820
SPFB,RTS-12,18;1;11,09,2018;23:21;104920;104920;104920;104920;4;;;104920;104920;104920;104920;113250;113340;113230;113350;110420;110550;110400;110710;112740;112750;112700;112770
SPFB,RTS-12,18;1;11,09,2018;23:23;104920;104920;104920;104920;1;;;104920;104920;104920;104920;113340;113350;113330;113480;110550;110680;110550;110710;112740;112760;112710;112770
SPFB,RTS-12,18;1;11,09,2018;23:24;104900;104900;104900;104900;7;;;104900;104900;104900;104900;113360;113330;113300;113390;110680;110600;110570;110690;112750;112750;112730;112790
SPFB,RTS-12,18;1;11,09,2018;23:25;104910;104910;104900;104900;10;;;104910;104900;104900;104910;113320;113330;113300;113360;110600;110550;110530;110600;112770;112710;112660;112780
SPFB,RTS-12,18;1;11,09,2018;23:31;104890;105090;104890;105090;86;;;104890;105090;104890;105090;113320;113360;113320;113420;110550;110490;110470;110560;112710;112750;112700;112760
SPFB,RTS-12,18;1;11,09,2018;23:34;105080;105080;105080;105080;5;;;105080;105080;105080;105080;113350;113370;113330;113380;110500;110510;110440;110510;112750;112810;112740;112840
SPFB,RTS-12,18;1;11,09,2018;23:35;105070;105130;105070;105130;14;;;105070;105130;105070;105130;113360;113400;113350;113430;110510;110460;110450;110550;112790;112810;112770;112840
SPFB,RTS-12,18;1;11,09,2018;23:36;105110;105150;105110;105150;24;;;105110;105150;105110;105150;113400;113340;113340;113410;110460;110470;110450;110510;112820;112770;112760;112830
SPFB,RTS-12,18;1;11,09,2018;23:43;105100;105100;105100;105100;3;;;105100;105100;105100;105100;113340;113380;113320;113390;110450;110470;110450;110550;112790;112780;112760;112810
SPFB,RTS-12,18;1;11,09,2018;23:44;105100;105110;105100;105100;3;;;105100;105100;105100;105110;113370;113430;113370;113450;110460;110470;110450;110510;112780;112710;112710;112790
SPFB,RTS-12,18;1;11,09,2018;23:46;105150;105190;105150;105190;5;;;105150;105190;105150;105190;113440;113330;113320;113440;110470;110490;110470;110520;112720;112750;112710;112770
SPFB,RTS-12,18;1;11,09,2018;23:48;105200;105200;105180;105180;3;;;105200;105180;105180;105200;113320;113290;113260;113330;110490;110480;110440;110540;112750;112720;112720;112780
SPFB,RTS-12,18;1;11,09,2018;23:49;105180;105180;105180;105180;11;;;105180;105180;105180;105180;113290;113340;113290;113420;110460;110480;110440;110530;112720;112690;112680;112790
SPFB,RTS-12,18;1;11,09,2018;23:50;105180;105200;105180;105200;18;;;105180;105200;105180;105200;113340;113350;113300;113360;110470;110530;110470;110530;112680;112630;112550;112700
SPFB,RTS-12,18;1;11,10,2018;10:01;112130;112230;111340;111370;11118;;;;;;;113350;113250;113250;113350;110530;110560;110520;110610;112620;112610;112570;112640
SPFB,RTS-12,18;1;11,10,2018;10:02;111370;111570;111300;111540;6870;;;;;;;113240;113240;113230;113300;110570;110620;110570;110650;112590;112580;112580;112610
SPFB,RTS-12,18;1;11,10,2018;10:03;111540;111550;111380;111450;3920;;;;;;;113240;113240;113210;113300;110610;110590;110590;110630;112580;112590;112520;112600
SPFB,RTS-12,18;1;11,10,2018;10:04;111460;111480;111320;111390;3820;;;;;;;113240;113250;113210;113260;110600;110620;110580;110640;112580;112580;112550;112620
SPFB,RTS-12,18;1;11,10,2018;10:05;111390;111460;111300;111310;3262;;;;;;;113250;113240;113210;113260;110630;110540;110510;110630;112570;112540;112520;112580
SPFB,RTS-12,18;1;11,10,2018;10:06;111310;111490;111280;111480;3656;;;;;;;113240;113260;113220;113270;110540;110540;110530;110580;112530;112540;112500;112570
SPFB,RTS-12,18;1;11,10,2018;10:07;111480;111840;111460;111750;4825;;;;;;;113270;113300;113250;113300;110540;110560;110540;110610;112550;112590;112520;112590
SPFB,RTS-12,18;1;11,10,2018;10:08;111740;111820;111680;111790;2733;;;;;;;113290;113320;113290;113330;110560;110610;110550;110620;112580;112600;112570;112600
SPFB,RTS-12,18;1;11,10,2018;10:09;111780;112210;111780;112180;9070;;;;;;;113320;113320;113270;113330;110620;110620;110590;110630;112590;112590;112560;112630
SPFB,RTS-12,18;1;11,10,2018;10:10;112190;112270;112100;112150;4358;;;;;;;113340;113270;113250;113350;110630;110630;110620;110660;112600;112570;112560;112630
SPFB,RTS-12,18;1;11,10,2018;10:11;112150;112180;111900;111910;3639;;;;;;;113270;113270;113240;113310;110620;110620;110600;110640;112560;112500;112500;112560
SPFB,RTS-12,18;1;11,10,2018;10:12;111910;111940;111770;111910;3845;;;;;;;113260;113160;113150;113270;110620;110730;110620;110760;112500;112510;112470;112530
SPFB,RTS-12,18;1;11,10,2018;10:13;111920;111940;111790;111860;1564;;;;;;;113160;113200;113160;113210;110710;110700;110690;110760;112500;112530;112470;112570
SPFB,RTS-12,18;1;11,10,2018;10:14;111850;111980;111830;111940;1089;;;;;;;113200;113120;113120;113260;110700;110710;110680;110730;112530;112530;112460;112540
SPFB,RTS-12,18;1;11,10,2018;10:15;111920;111970;111870;111940;1496;;;;;;;113120;113180;113120;113190;110710;110720;110670;110720;112520;112430;112410;112550
SPFB,RTS-12,18;1;11,10,2018;10:16;111950;111950;111830;111860;1448;;;;;;;113180;113130;113130;113180;110720;110780;110700;110850;112440;112520;112400;112520
SPFB,RTS-12,18;1;11,10,2018;10:17;111850;111950;111840;111880;1816;;;;;;;113140;113150;113100;113170;110780;110750;110730;110790;112510;112540;112500;112560
SPFB,RTS-12,18;1;11,10,2018;10:18;111890;111990;111880;111980;1811;;;;;;;113150;113130;113120;113170;110760;110870;110750;110870;112520;112520;112490;112550
SPFB,RTS-12,18;1;11,10,2018;10:19;111990;112130;111960;112110;2256;;;;;;;113150;113090;113060;113150;110870;110920;110860;110960;112510;112620;112500;112630
SPFB,RTS-12,18;1;11,10,2018;10:20;112110;112190;112060;112110;1606;;;;;;;113110;113170;113110;113170;110920;110880;110870;110960;112630;112580;112570;112640
SPFB,RTS-12,18;1;11,10,2018;10:21;112120;112230;112090;112220;1465;;;;;;;113170;113240;113160;113270;110880;110890;110860;110900;112580;112530;112520;112590
SPFB,RTS-12,18;1;11,10,2018;10:22;112230;112380;112180;112350;2638;;;;;;;113230;113170;113160;113230;110890;110910;110860;110930;112540;112580;112520;112600
SPFB,RTS-12,18;1;11,10,2018;10:23;112360;112440;112340;112350;1784;;;;;;;113180;113200;113150;113200;110910;110820;110820;110920;112590;112640;112570;112650
SPFB,RTS-12,18;1;11,10,2018;10:24;112340;112430;112340;112360;1706;;;;;;;113190;113130;113070;113210;110820;110820;110820;110880;112630;112610;112580;112640
SPFB,RTS-12,18;1;11,10,2018;10:25;112350;112480;112350;112430;1547;;;;;;;113110;113080;113070;113120;110820;110800;110790;110830;112600;112610;112580;112620
SPFB,RTS-12,18;1;11,10,2018;10:26;112440;112470;112350;112380;1778;;;;;;;113080;113070;113040;113100;110800;110820;110780;110840;112610;112630;112610;112650
SPFB,RTS-12,18;1;11,10,2018;10:27;112380;112470;112380;112450;894;;;;;;;113060;113030;113020;113060;110840;110810;110800;110860;112640;112730;112630;112740
SPFB,RTS-12,18;1;11,10,2018;10:28;112460;112580;112430;112480;2496;;;;;;;113030;112950;112920;113040;110810;110800;110790;110840;112720;112720;112700;112780
SPFB,RTS-12,18;1;11,10,2018;10:29;112470;112510;112450;112480;1423;;;;;;;112940;112990;112940;113020;110800;110910;110800;110930;112720;112700;112680;112730
SPFB,RTS-12,18;1;11,10,2018;10:30;112480;112530;112420;112450;1351;;;;;;;112980;113000;112960;113020;110900;110880;110860;110920;112690;112600;112600;112710
SPFB,RTS-12,18;1;11,10,2018;10:31;112450;112500;112360;112380;1457;;;;;;;112990;113100;112990;113120;110880;110880;110880;110960;112610;112580;112550;112650
SPFB,RTS-12,18;1;11,10,2018;10:32;112390;112410;112350;112370;2253;;;;;;;113110;113060;113040;113110;110900;110940;110890;110990;112570;112630;112570;112630
SPFB,RTS-12,18;1;11,10,2018;10:33;112360;112410;112350;112390;1263;;;;;;;113090;113070;113030;113120;110950;111070;110950;111100;112610;112440;112390;112610
SPFB,RTS-12,18;1;11,10,2018;10:34;112370;112490;112370;112470;1031;;;;;;;113070;113050;113000;113080;111070;110940;110940;111120;112440;112410;112380;112440
SPFB,RTS-12,18;1;11,10,2018;10:35;112470;112500;112410;112420;407;;;;;;;113040;113090;113040;113120;110930;110900;110900;110980;112400;112370;112270;112410
SPFB,RTS-12,18;1;11,10,2018;10:36;112420;112500;112380;112450;880;;;;;;;113070;113180;113070;113190;110900;110860;110820;110930;112360;112340;112300;112370
SPFB,RTS-12,18;1;11,10,2018;10:37;112470;112490;112370;112390;482;;;;;;;113190;113240;113160;113270;110860;110860;110840;110910;112350;112420;112320;112460
SPFB,RTS-12,18;1;11,10,2018;10:38;112400;112470;112360;112430;559;;;;;;;113240;113310;113230;113320;110850;110820;110820;110870;112410;112500;112400;112530
SPFB,RTS-12,18;1;11,10,2018;10:39;112420;112420;112350;112360;790;;;;;;;113310;113290;113270;113370;110830;110810;110780;110850;112510;112430;112390;112520
SPFB,RTS-12,18;1;11,10,2018;10:40;112360;112370;112240;112260;1725;;;;;;;113300;113370;113290;113370;110800;110740;110740;110800;112440;112460;112390;112470
SPFB,RTS-12,18;1;11,10,2018;10:41;112260;112300;112240;112250;616;;;;;;;113370;113370;113330;113410;110740;110750;110720;110760;112470;112390;112380;112480
SPFB,RTS-12,18;1;11,10,2018;10:42;112240;112250;112120;112120;779;;;;;;;113380;113320;113320;113400;110750;110770;110740;110780;112380;112450;112370;112460
SPFB,RTS-12,18;1;11,10,2018;10:43;112140;112240;112120;112200;943;;;;;;;113330;113310;113290;113340;110770;110820;110740;110830;112440;112410;112400;112460
SPFB,RTS-12,18;1;11,10,2018;10:44;112190;112210;112130;112180;903;;;;;;;113330;113320;113290;113340;110820;110760;110740;110820;112410;112310;112270;112410
SPFB,RTS-12,18;1;11,10,2018;10:45;112180;112230;112150;112220;721;;;;;;;113320;113340;113320;113400;110750;110700;110680;110780;112290;112340;112280;112350
SPFB,RTS-12,18;1;11,10,2018;10:46;112220;112300;112150;112150;1148;;;;;;;113340;113380;113320;113390;110690;110670;110660;110690;112340;112370;112340;112400
SPFB,RTS-12,18;1;11,10,2018;10:47;112170;112280;112170;112170;1306;;;;;;;113380;113350;113340;113410;110680;110750;110660;110760;112350;112200;112140;112360
SPFB,RTS-12,18;1;11,10,2018;10:48;112160;112170;112010;112090;2054;;;;;;;113360;113310;113290;113360;110760;110730;110720;110790;112190;112260;112160;112300
SPFB,RTS-12,18;1;11,10,2018;10:49;112090;112170;112060;112070;538;;;;;;;113320;113330;113290;113340;110740;110740;110720;110740;112260;112270;112220;112290
SPFB,RTS-12,18;1;11,10,2018;10:50;112060;112110;111950;111980;1395;;;;;;;113310;113240;113230;113310;110740;110770;110730;110790;112270;112260;112200;112280
SPFB,RTS-12,18;1;11,10,2018;10:51;111980;111980;111810;111850;3029;;;;;;;113240;113250;113220;113270;110770;110810;110750;110840;112260;112330;112250;112340
SPFB,RTS-12,18;1;11,10,2018;10:52;111840;111890;111800;111890;1613;;;;;;;113250;113290;113250;113290;110810;110870;110800;110880;112320;112370;112320;112390
